Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,Yes,Travel_Rarely,211,Sales,Life Sciences,Female,74,Sales Executive,Single,8564,2,Yes,20,80,11,2,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,Medical,Female,75,Laboratory Technician,Married,2468,4,No,14,80,9,4,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,Marketing,Male,70,Sales Executive,Married,8161,2,No,13,80,10,2,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,Technical Degree,Female,91,Research Scientist,Divorced,2109,1,No,13,80,1,2,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,Life Sciences,Male,58,Healthcare Representative,Married,5294,3,No,16,80,10,3,7,0,1,7
32,No,Non-Travel,953,Research & Development,Technical Degree,Male,65,Research Scientist,Single,2718,2,No,14,80,12,3,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,Medical,Male,60,Healthcare Representative,Married,5811,3,Yes,16,80,15,2,1,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,Technical Degree,Male,38,Research Scientist,Married,2437,9,Yes,16,80,6,4,1,0,0,0
42,No,Travel_Rarely,855,Research & Development,Medical,Male,57,Laboratory Technician,Divorced,2766,8,No,22,80,7,6,5,3,0,4
55,No,Travel_Rarely,478,Research & Development,Medical,Male,60,Research Director,Married,19038,8,No,12,80,34,2,1,0,0,0
33,No,Non-Travel,775,Research & Development,Technical Degree,Male,90,Research Scientist,Divorced,3055,5,No,15,80,11,2,9,8,1,7
41,No,Travel_Rarely,548,Research & Development,Life Sciences,Male,94,Laboratory Technician,Divorced,2289,1,No,20,80,5,2,5,3,0,4
34,No,Non-Travel,1375,Sales,Life Sciences,Male,87,Sales Executive,Divorced,4001,1,Yes,14,80,15,3,15,14,0,7
53,No,Non-Travel,661,Research & Development,Medical,Female,60,Manufacturing Director,Married,12965,4,Yes,20,80,27,2,3,2,0,2
43,No,Travel_Rarely,244,Human Resources,Life Sciences,Male,97,Human Resources,Single,3539,0,No,13,80,10,5,9,7,1,8
34,No,Travel_Rarely,511,Sales,Life Sciences,Female,32,Sales Executive,Single,6029,5,No,12,80,6,3,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,Marketing,Male,31,Sales Representative,Single,2679,1,No,13,80,1,3,1,0,1,0
38,No,Travel_Rarely,1153,Research & Development,Other,Female,40,Laboratory Technician,Married,3702,1,No,11,80,5,3,5,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,Medical,Female,79,Laboratory Technician,Married,2398,1,Yes,17,80,1,6,1,0,0,0
31,No,Travel_Rarely,196,Sales,Marketing,Female,91,Sales Executive,Married,5468,1,No,14,80,13,3,12,7,5,7
51,No,Travel_Rarely,942,Research & Development,Technical Degree,Female,53,Manager,Married,13116,2,No,11,80,15,2,2,2,2,2
37,No,Travel_Rarely,589,Sales,Marketing,Male,46,Sales Executive,Married,4189,1,No,14,80,5,2,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,Medical,Male,46,Research Director,Divorced,19328,7,Yes,17,80,24,3,2,1,2,2
36,No,Travel_Rarely,1383,Research & Development,Life Sciences,Male,90,Healthcare Representative,Married,8321,7,Yes,13,80,15,1,12,8,5,7
44,Yes,Travel_Frequently,429,Research & Development,Medical,Male,99,Research Scientist,Divorced,2342,1,Yes,12,80,6,2,5,3,2,3
37,No,Travel_Rarely,1239,Human Resources,Other,Male,89,Human Resources,Divorced,4071,2,No,13,80,19,4,10,0,4,7
35,Yes,Travel_Rarely,303,Sales,Life Sciences,Male,84,Sales Executive,Single,5813,1,Yes,18,80,10,2,10,7,7,7
33,No,Travel_Rarely,867,Research & Development,Life Sciences,Male,90,Research Scientist,Married,3143,6,No,19,80,14,1,10,8,7,6
28,No,Travel_Rarely,1181,Research & Development,Life Sciences,Male,82,Research Scientist,Married,2044,1,No,11,80,5,6,5,3,0,3
39,No,Travel_Rarely,1253,Research & Development,Medical,Male,65,Research Director,Single,13464,7,No,21,80,9,3,4,3,2,2
46,No,Non-Travel,849,Sales,Life Sciences,Male,98,Sales Executive,Single,7991,8,No,15,80,6,3,2,2,2,2
40,No,Travel_Rarely,616,Research & Development,Life Sciences,Female,99,Laboratory Technician,Married,3377,4,No,17,80,7,5,4,3,0,2
42,No,Travel_Rarely,1128,Research & Development,Medical,Male,95,Healthcare Representative,Married,5538,5,No,18,80,10,2,0,0,0,0
35,No,Non-Travel,1180,Research & Development,Medical,Male,90,Manufacturing Director,Divorced,5762,2,No,14,80,15,6,7,7,1,7
38,No,Non-Travel,1336,Human Resources,Human Resources,Male,100,Human Resources,Divorced,2592,5,No,13,80,13,3,11,10,3,8
34,Yes,Travel_Frequently,234,Research & Development,Life Sciences,Male,93,Laboratory Technician,Married,5346,4,No,17,80,11,3,7,1,0,7
37,Yes,Travel_Rarely,370,Research & Development,Medical,Male,58,Manufacturing Director,Single,4213,1,No,15,80,10,4,10,3,0,8
39,No,Travel_Frequently,766,Sales,Life Sciences,Male,83,Sales Executive,Divorced,4127,2,No,18,80,7,6,2,1,2,2
43,No,Non-Travel,343,Research & Development,Life Sciences,Male,52,Research Scientist,Single,2438,4,No,13,80,7,2,3,2,1,2
41,No,Travel_Rarely,447,Research & Development,Life Sciences,Male,85,Healthcare Representative,Single,6870,3,No,12,80,11,3,3,2,1,2
41,No,Travel_Rarely,796,Sales,Marketing,Female,81,Sales Executive,Divorced,10447,0,Yes,13,80,23,3,22,14,13,5
30,No,Travel_Rarely,1092,Research & Development,Medical,Female,64,Manufacturing Director,Single,9667,9,No,14,80,9,3,7,7,0,2
26,Yes,Travel_Rarely,920,Human Resources,Medical,Female,69,Human Resources,Married,2148,0,Yes,11,80,6,3,5,1,1,4
46,Yes,Travel_Rarely,261,Research & Development,Medical,Female,66,Healthcare Representative,Married,8926,4,No,22,80,13,2,9,7,3,7
40,No,Travel_Rarely,1194,Research & Development,Life Sciences,Female,52,Healthcare Representative,Divorced,6513,4,No,17,80,12,3,5,3,0,3
34,No,Travel_Rarely,810,Sales,Technical Degree,Male,92,Sales Executive,Married,6799,1,No,21,80,10,5,10,8,4,8
58,No,Non-Travel,350,Sales,Medical,Male,52,Manager,Divorced,16291,4,No,22,80,37,0,16,9,14,14
35,No,Travel_Rarely,185,Research & Development,Medical,Male,91,Laboratory Technician,Married,2705,0,No,16,80,6,2,5,4,0,3
47,No,Travel_Rarely,1001,Research & Development,Life Sciences,Female,92,Manufacturing Director,Divorced,10333,8,Yes,12,80,28,4,22,11,14,10
40,No,Travel_Rarely,750,Research & Development,Life Sciences,Female,47,Healthcare Representative,Divorced,4448,2,No,12,80,15,3,7,4,7,7
54,No,Travel_Rarely,431,Research & Development,Medical,Female,68,Research Scientist,Married,6854,4,No,15,80,14,2,7,1,1,7
31,No,Travel_Frequently,1125,Sales,Marketing,Female,68,Sales Executive,Married,9637,2,No,14,80,9,3,3,2,2,2
28,No,Travel_Rarely,1217,Research & Development,Medical,Female,67,Research Scientist,Married,3591,1,No,25,80,3,3,3,2,1,2
38,No,Travel_Rarely,723,Sales,Marketing,Female,77,Sales Representative,Married,5405,2,Yes,20,80,20,4,4,2,0,3
26,No,Travel_Rarely,572,Sales,Medical,Male,46,Sales Executive,Single,4684,1,No,13,80,5,4,5,3,1,2
58,No,Travel_Frequently,1216,Research & Development,Life Sciences,Male,87,Research Director,Married,15787,2,Yes,14,80,23,3,2,2,2,2
18,No,Non-Travel,1431,Research & Development,Medical,Female,33,Research Scientist,Single,1514,1,No,16,80,0,4,0,0,0,0
31,Yes,Travel_Rarely,359,Human Resources,Human Resources,Male,89,Human Resources,Married,2956,0,No,17,80,2,4,1,0,0,0
29,Yes,Travel_Rarely,350,Human Resources,Human Resources,Male,56,Human Resources,Divorced,2335,4,Yes,15,80,4,3,2,2,2,0
45,No,Non-Travel,589,Sales,Life Sciences,Female,67,Sales Executive,Married,5154,4,No,22,80,10,3,8,7,5,7
36,No,Travel_Rarely,430,Research & Development,Other,Female,73,Research Scientist,Married,6962,4,Yes,22,80,15,2,1,0,0,0
43,No,Travel_Frequently,1422,Sales,Life Sciences,Male,92,Sales Executive,Married,5675,1,No,20,80,7,5,7,7,7,7
27,No,Travel_Frequently,1297,Research & Development,Life Sciences,Female,53,Laboratory Technician,Single,2379,0,Yes,14,80,6,3,5,4,0,2
29,No,Travel_Frequently,574,Research & Development,Medical,Male,40,Laboratory Technician,Married,3812,1,No,13,80,11,3,11,8,3,10
32,No,Travel_Frequently,1318,Sales,Marketing,Male,79,Sales Executive,Single,4648,8,No,13,80,4,2,0,0,0,0
42,No,Non-Travel,355,Research & Development,Technical Degree,Male,38,Research Scientist,Married,2936,3,No,22,80,10,1,6,3,3,3
47,No,Travel_Rarely,207,Research & Development,Life Sciences,Female,64,Laboratory Technician,Single,2105,4,No,12,80,7,2,2,2,2,0
46,No,Travel_Rarely,706,Research & Development,Life Sciences,Male,82,Manufacturing Director,Divorced,8578,3,No,14,80,12,4,9,8,4,7
28,No,Non-Travel,280,Human Resources,Life Sciences,Male,43,Human Resources,Divorced,2706,1,No,15,80,3,2,3,2,2,2
29,No,Travel_Rarely,726,Research & Development,Life Sciences,Male,93,Healthcare Representative,Divorced,6384,8,No,17,80,11,3,7,0,1,6
42,No,Travel_Rarely,1142,Research & Development,Life Sciences,Male,81,Laboratory Technician,Single,3968,4,No,13,80,8,3,0,0,0,0
32,Yes,Travel_Rarely,414,Sales,Marketing,Male,82,Sales Executive,Single,9907,7,Yes,12,80,7,3,2,2,2,2
46,No,Travel_Rarely,1319,Sales,Technical Degree,Female,45,Sales Executive,Divorced,13225,2,No,12,80,25,5,19,17,2,8
27,No,Travel_Rarely,728,Sales,Medical,Female,36,Sales Representative,Married,3540,1,No,21,80,9,5,9,8,5,8
29,No,Travel_Rarely,352,Human Resources,Medical,Male,87,Human Resources,Married,2804,1,No,11,80,1,3,1,0,0,0
43,No,Travel_Rarely,823,Research & Development,Medical,Female,81,Manager,Married,19392,7,No,13,80,21,2,16,12,6,14
48,No,Travel_Rarely,1224,Research & Development,Life Sciences,Male,91,Research Director,Married,19665,4,No,12,80,29,3,22,10,12,9
29,Yes,Travel_Frequently,459,Research & Development,Life Sciences,Male,73,Research Scientist,Single,2439,1,Yes,24,80,1,3,1,0,1,0
46,Yes,Travel_Rarely,1254,Sales,Life Sciences,Female,64,Sales Executive,Married,7314,5,No,21,80,14,2,8,7,0,7
27,No,Travel_Frequently,1131,Research & Development,Life Sciences,Female,77,Research Scientist,Married,4774,0,No,19,80,8,2,7,6,7,3
39,No,Travel_Rarely,835,Research & Development,Other,Male,41,Research Scientist,Divorced,3902,8,No,14,80,7,2,2,2,2,2
55,No,Travel_Rarely,836,Research & Development,Technical Degree,Male,98,Research Scientist,Married,2662,8,No,20,80,19,2,5,2,0,4
28,No,Travel_Rarely,1172,Sales,Medical,Female,78,Sales Representative,Married,2856,1,No,19,80,1,3,1,0,0,0
30,Yes,Travel_Rarely,945,Sales,Medical,Male,89,Sales Representative,Single,1081,1,No,13,80,1,3,1,0,0,0
22,Yes,Travel_Rarely,391,Research & Development,Life Sciences,Male,75,Research Scientist,Single,2472,1,Yes,23,80,1,2,1,0,0,0
36,No,Travel_Rarely,1266,Sales,Technical Degree,Female,63,Sales Executive,Married,5673,1,Yes,13,80,10,4,10,9,1,7
31,No,Travel_Rarely,311,Research & Development,Life Sciences,Male,89,Laboratory Technician,Divorced,4197,1,No,11,80,10,2,10,8,0,2
34,No,Travel_Rarely,1480,Sales,Life Sciences,Male,64,Sales Executive,Married,9713,2,Yes,13,80,9,3,5,3,1,0
29,No,Travel_Rarely,592,Research & Development,Life Sciences,Male,59,Laboratory Technician,Single,2062,3,No,14,80,11,2,3,2,1,2
37,No,Travel_Rarely,783,Research & Development,Medical,Male,78,Research Scientist,Married,4284,5,Yes,22,80,16,2,5,3,0,4
35,No,Travel_Rarely,219,Research & Development,Other,Female,44,Manufacturing Director,Married,4788,0,Yes,11,80,4,2,3,2,0,2
45,No,Travel_Rarely,556,Research & Development,Life Sciences,Female,93,Manufacturing Director,Married,5906,0,No,13,80,10,2,9,8,3,8
36,No,Travel_Frequently,1213,Human Resources,Human Resources,Male,94,Human Resources,Single,3886,1,No,21,80,10,2,10,1,0,8
40,No,Travel_Rarely,1137,Research & Development,Life Sciences,Male,98,Manager,Divorced,16823,2,No,11,80,22,3,19,7,11,16
26,No,Travel_Rarely,482,Research & Development,Life Sciences,Female,90,Research Scientist,Married,2933,1,Yes,13,80,1,3,1,0,1,0
27,No,Travel_Rarely,511,Sales,Medical,Female,89,Sales Executive,Single,6500,0,No,14,80,9,5,8,7,0,7
48,No,Travel_Frequently,117,Research & Development,Medical,Female,58,Manager,Divorced,17174,3,No,11,80,24,3,22,17,4,7
44,No,Travel_Rarely,170,Research & Development,Life Sciences,Male,78,Healthcare Representative,Married,5033,2,No,15,80,10,5,2,0,2,2
34,Yes,Non-Travel,967,Research & Development,Technical Degree,Male,85,Research Scientist,Married,2307,1,Yes,23,80,5,2,5,2,3,0
56,Yes,Travel_Rarely,1162,Research & Development,Life Sciences,Male,97,Laboratory Technician,Single,2587,1,No,16,80,5,3,4,2,1,0
36,No,Travel_Rarely,335,Sales,Marketing,Male,33,Sales Executive,Married,5507,2,No,16,80,12,1,4,2,1,3
41,No,Travel_Rarely,337,Sales,Marketing,Female,54,Sales Executive,Married,4393,5,No,21,80,14,3,5,4,1,4
42,No,Travel_Rarely,1396,Research & Development,Medical,Male,83,Research Director,Married,13348,9,No,13,80,18,3,13,7,5,7
31,No,Travel_Rarely,1079,Sales,Medical,Female,86,Sales Executive,Divorced,6583,2,Yes,11,80,8,2,5,2,1,4
34,No,Travel_Rarely,735,Sales,Medical,Female,75,Sales Executive,Married,8103,3,Yes,12,80,9,3,4,2,0,1
31,No,Travel_Rarely,471,Research & Development,Medical,Female,62,Laboratory Technician,Divorced,3978,8,No,12,80,4,0,2,2,2,2
26,No,Travel_Frequently,1096,Research & Development,Other,Male,61,Laboratory Technician,Married,2544,0,No,18,80,8,3,7,7,7,7
45,No,Travel_Frequently,1297,Research & Development,Medical,Male,44,Healthcare Representative,Single,5399,4,No,12,80,12,3,4,2,0,3
33,No,Travel_Rarely,217,Sales,Marketing,Male,43,Sales Executive,Single,5487,1,No,14,80,10,2,10,4,0,9
28,No,Travel_Frequently,783,Sales,Life Sciences,Male,42,Sales Executive,Married,6834,1,Yes,12,80,7,2,7,7,0,7
29,Yes,Travel_Frequently,746,Sales,Technical Degree,Male,45,Sales Representative,Single,1091,1,No,17,80,1,3,1,0,0,0
39,No,Non-Travel,1251,Sales,Life Sciences,Female,32,Sales Executive,Married,5736,6,No,19,80,10,1,3,2,1,2
27,No,Travel_Rarely,1354,Research & Development,Technical Degree,Male,41,Research Scientist,Married,2226,1,No,11,80,6,3,5,3,1,2
34,No,Travel_Frequently,735,Research & Development,Other,Male,86,Research Scientist,Married,5747,1,Yes,15,80,16,3,15,10,6,11
28,Yes,Travel_Rarely,1475,Sales,Marketing,Female,84,Sales Executive,Single,9854,3,Yes,11,80,6,0,2,0,2,2
47,No,Non-Travel,1169,Research & Development,Technical Degree,Male,64,Research Scientist,Married,5467,8,No,18,80,16,4,8,7,1,7
56,No,Travel_Rarely,1443,Sales,Marketing,Female,89,Sales Executive,Married,5380,4,No,16,80,6,3,0,0,0,0
39,No,Travel_Rarely,867,Research & Development,Medical,Male,87,Manufacturing Director,Married,5151,1,No,25,80,10,3,10,0,7,9
38,No,Travel_Frequently,1394,Research & Development,Medical,Female,58,Research Scientist,Divorced,2133,1,Yes,16,80,20,3,20,11,0,7
58,No,Travel_Rarely,605,Sales,Life Sciences,Female,72,Manager,Married,17875,4,Yes,13,80,29,2,1,0,0,0
32,Yes,Travel_Frequently,238,Research & Development,Life Sciences,Female,47,Research Scientist,Single,2432,3,Yes,14,80,8,2,4,1,0,3
38,No,Travel_Rarely,1206,Research & Development,Life Sciences,Male,71,Research Scientist,Divorced,4771,2,No,19,80,10,0,5,2,0,3
49,No,Travel_Frequently,1064,Research & Development,Life Sciences,Male,42,Research Director,Married,19161,3,No,15,80,28,3,5,4,4,3
42,No,Travel_Rarely,419,Sales,Marketing,Male,77,Sales Executive,Divorced,5087,3,Yes,12,80,14,4,0,0,0,0
27,Yes,Travel_Frequently,1337,Human Resources,Human Resources,Female,58,Human Resources,Married,2863,1,No,12,80,1,2,1,0,0,0
35,No,Travel_Rarely,682,Sales,Medical,Male,71,Sales Executive,Married,5561,0,No,16,80,6,2,5,3,0,4
28,No,Non-Travel,1103,Research & Development,Medical,Male,49,Research Scientist,Single,2144,1,No,14,80,5,3,5,3,1,4
31,No,Non-Travel,976,Research & Development,Medical,Male,48,Research Scientist,Divorced,3065,1,Yes,13,80,4,3,4,2,2,3
36,No,Non-Travel,1351,Research & Development,Life Sciences,Male,66,Laboratory Technician,Married,2810,1,No,22,80,5,3,5,4,0,2
34,No,Travel_Rarely,937,Sales,Marketing,Male,32,Sales Executive,Single,9888,1,No,21,80,14,3,14,8,2,1
34,No,Travel_Rarely,1239,Sales,Medical,Male,39,Sales Executive,Divorced,8628,1,No,18,80,9,2,8,7,1,1
26,No,Travel_Rarely,157,Research & Development,Medical,Male,95,Laboratory Technician,Single,2867,0,No,13,80,8,6,7,7,7,6
29,No,Travel_Rarely,136,Research & Development,Life Sciences,Male,89,Healthcare Representative,Married,5373,0,No,12,80,6,5,5,3,0,2
32,No,Non-Travel,1146,Research & Development,Medical,Female,34,Healthcare Representative,Divorced,6667,5,No,18,80,9,6,5,1,1,2
31,No,Travel_Frequently,1125,Research & Development,Life Sciences,Male,48,Research Scientist,Married,5003,1,No,21,80,10,6,10,8,8,7
28,Yes,Travel_Rarely,1404,Research & Development,Technical Degree,Male,32,Laboratory Technician,Divorced,2367,5,No,12,80,6,2,4,1,0,3
38,No,Travel_Rarely,1404,Sales,Life Sciences,Male,59,Sales Representative,Single,2858,4,No,14,80,20,3,1,0,0,0
35,No,Travel_Rarely,1224,Sales,Life Sciences,Female,55,Sales Executive,Married,5204,1,Yes,11,80,10,2,10,8,0,9
27,No,Travel_Rarely,954,Sales,Marketing,Male,44,Sales Executive,Single,4105,1,No,14,80,7,5,7,7,0,7
32,No,Travel_Rarely,1373,Research & Development,Life Sciences,Male,56,Manufacturing Director,Single,9679,8,No,24,80,8,1,1,0,0,0
31,Yes,Travel_Frequently,754,Sales,Marketing,Male,63,Sales Executive,Married,5617,1,Yes,11,80,10,4,10,7,0,8
53,Yes,Travel_Rarely,1168,Sales,Life Sciences,Male,66,Sales Executive,Single,10448,6,Yes,13,80,15,2,2,2,2,2
54,No,Travel_Rarely,155,Research & Development,Life Sciences,Female,67,Research Scientist,Married,2897,3,No,11,80,9,6,4,3,2,3
33,No,Travel_Frequently,1303,Research & Development,Life Sciences,Male,36,Healthcare Representative,Divorced,5968,1,No,20,80,9,2,9,7,2,8
43,No,Travel_Rarely,574,Research & Development,Life Sciences,Male,30,Healthcare Representative,Married,7510,1,No,17,80,10,1,10,9,0,9
38,No,Travel_Frequently,1444,Human Resources,Other,Male,88,Human Resources,Married,2991,0,Yes,11,80,7,2,6,2,1,2
55,No,Travel_Rarely,189,Human Resources,Human Resources,Male,71,Manager,Married,19636,4,Yes,18,80,35,0,10,9,1,4
31,No,Travel_Rarely,1276,Research & Development,Medical,Female,59,Laboratory Technician,Divorced,1129,1,Yes,11,80,1,4,1,0,0,0
39,No,Travel_Rarely,119,Sales,Marketing,Male,77,Sales Executive,Single,13341,0,No,12,80,21,3,20,8,11,10
42,No,Non-Travel,335,Research & Development,Life Sciences,Male,37,Research Scientist,Single,4332,1,No,12,80,20,2,20,9,3,7
31,No,Non-Travel,697,Research & Development,Medical,Female,40,Research Director,Married,11031,4,No,20,80,13,2,11,7,4,8
54,No,Travel_Rarely,157,Research & Development,Medical,Female,77,Manufacturing Director,Single,4440,6,Yes,19,80,9,3,5,2,1,4
24,No,Travel_Rarely,771,Research & Development,Life Sciences,Male,45,Healthcare Representative,Single,4617,1,No,12,80,4,2,4,3,1,2
23,No,Travel_Rarely,571,Research & Development,Other,Male,78,Laboratory Technician,Single,2647,1,No,13,80,5,6,5,2,1,4
40,No,Travel_Frequently,692,Research & Development,Technical Degree,Female,73,Laboratory Technician,Married,6323,1,No,11,80,10,2,10,9,9,4
40,No,Travel_Rarely,444,Sales,Marketing,Female,92,Sales Executive,Married,5677,3,No,14,80,15,4,11,8,5,10
25,No,Travel_Rarely,309,Human Resources,Human Resources,Female,82,Human Resources,Married,2187,4,No,14,80,6,3,2,0,1,2
30,No,Travel_Rarely,911,Research & Development,Medical,Male,76,Laboratory Technician,Married,3748,1,No,13,80,12,6,12,8,1,7
25,No,Travel_Rarely,977,Research & Development,Other,Male,57,Laboratory Technician,Divorced,3977,6,Yes,19,80,7,2,2,2,0,2
47,No,Travel_Rarely,1180,Research & Development,Medical,Male,84,Healthcare Representative,Single,8633,2,No,23,80,25,3,17,14,12,11
33,No,Non-Travel,1313,Research & Development,Medical,Male,59,Laboratory Technician,Divorced,2008,1,No,12,80,1,2,1,1,0,0
38,No,Travel_Rarely,1321,Sales,Life Sciences,Male,86,Sales Executive,Married,4440,0,No,15,80,16,3,15,13,5,8
31,No,Travel_Rarely,1154,Sales,Life Sciences,Male,54,Sales Representative,Married,3067,0,No,19,80,3,1,2,2,1,2
38,No,Travel_Frequently,508,Research & Development,Life Sciences,Male,72,Manufacturing Director,Married,5321,2,No,11,80,10,1,8,3,7,7
42,No,Travel_Rarely,557,Research & Development,Life Sciences,Male,35,Research Scientist,Divorced,5410,6,Yes,17,80,9,3,4,3,1,2
41,No,Travel_Rarely,642,Research & Development,Life Sciences,Male,76,Research Scientist,Married,2782,3,No,22,80,12,3,5,3,1,0
47,No,Non-Travel,1162,Research & Development,Medical,Female,98,Research Director,Married,11957,0,No,18,80,14,3,13,8,5,12
35,No,Travel_Rarely,1490,Research & Development,Medical,Male,43,Laboratory Technician,Married,2660,7,Yes,11,80,5,3,2,2,2,2
22,No,Travel_Rarely,581,Research & Development,Life Sciences,Male,63,Research Scientist,Single,3375,0,No,12,80,4,2,3,2,1,2
35,No,Travel_Rarely,1395,Research & Development,Medical,Male,48,Research Scientist,Single,5098,1,No,19,80,10,5,10,7,0,8
33,No,Travel_Rarely,501,Research & Development,Medical,Female,95,Healthcare Representative,Married,4878,0,Yes,13,80,10,6,9,7,8,1
32,No,Travel_Rarely,267,Research & Development,Life Sciences,Female,49,Laboratory Technician,Single,2837,1,No,13,80,6,3,6,2,4,1
40,No,Travel_Rarely,543,Research & Development,Life Sciences,Male,83,Laboratory Technician,Married,2406,8,No,19,80,8,3,1,0,0,0
32,No,Travel_Rarely,234,Sales,Medical,Male,68,Sales Representative,Married,2269,0,No,14,80,3,2,2,2,2,2
39,No,Travel_Rarely,116,Research & Development,Life Sciences,Male,52,Research Scientist,Single,4108,7,No,13,80,18,2,7,7,1,7
38,No,Travel_Rarely,201,Research & Development,Medical,Female,99,Research Director,Married,13206,3,No,12,80,20,3,18,16,1,11
32,No,Travel_Rarely,801,Sales,Marketing,Female,48,Sales Executive,Married,10422,1,No,19,80,14,3,14,10,5,7
37,No,Travel_Rarely,161,Research & Development,Life Sciences,Female,42,Research Director,Married,13744,1,Yes,25,80,16,2,16,11,6,8
25,No,Travel_Rarely,1382,Sales,Other,Female,85,Sales Executive,Divorced,4907,0,Yes,22,80,6,3,5,3,0,4
52,No,Non-Travel,585,Sales,Life Sciences,Male,40,Sales Representative,Divorced,3482,2,No,15,80,16,3,9,8,0,0
44,No,Travel_Rarely,1037,Research & Development,Medical,Male,42,Research Scientist,Single,2436,6,Yes,12,80,6,2,4,3,1,2
21,No,Travel_Rarely,501,Sales,Medical,Male,58,Sales Representative,Single,2380,1,Yes,11,80,2,6,2,2,1,2
39,No,Non-Travel,105,Research & Development,Life Sciences,Male,87,Manager,Single,19431,2,No,13,80,21,3,6,0,1,3
23,Yes,Travel_Frequently,638,Sales,Marketing,Male,33,Sales Representative,Married,1790,1,No,19,80,1,3,1,0,1,0
36,No,Travel_Rarely,557,Sales,Medical,Female,94,Sales Executive,Married,7644,0,No,19,80,10,2,9,7,3,4
36,No,Travel_Frequently,688,Research & Development,Life Sciences,Female,97,Manufacturing Director,Divorced,5131,7,No,13,80,18,3,4,2,0,2
56,No,Non-Travel,667,Research & Development,Life Sciences,Male,57,Healthcare Representative,Divorced,6306,1,No,21,80,13,2,13,12,1,9
29,Yes,Travel_Rarely,1092,Research & Development,Medical,Male,36,Research Scientist,Married,4787,9,Yes,14,80,4,3,2,2,2,2
42,No,Travel_Rarely,300,Research & Development,Life Sciences,Male,56,Manager,Married,18880,5,No,11,80,24,2,22,6,4,14
56,Yes,Travel_Rarely,310,Research & Development,Technical Degree,Male,72,Laboratory Technician,Married,2339,8,No,11,80,14,4,10,9,9,8
41,No,Travel_Rarely,582,Research & Development,Life Sciences,Female,60,Manufacturing Director,Married,13570,0,No,23,80,21,3,20,7,0,10
34,No,Travel_Rarely,704,Sales,Marketing,Female,95,Sales Executive,Married,6712,1,No,21,80,8,2,8,7,1,7
36,No,Non-Travel,301,Sales,Marketing,Male,88,Sales Executive,Divorced,5406,1,No,24,80,15,4,15,12,11,11
41,No,Travel_Rarely,930,Sales,Life Sciences,Male,57,Sales Executive,Divorced,8938,2,No,11,80,14,5,5,4,0,4
32,No,Travel_Rarely,529,Research & Development,Technical Degree,Male,78,Research Scientist,Single,2439,1,No,14,80,4,4,4,2,1,2
35,No,Travel_Rarely,1146,Human Resources,Life Sciences,Female,31,Human Resources,Single,8837,1,Yes,16,80,9,2,9,0,1,7
38,No,Travel_Rarely,345,Sales,Life Sciences,Female,100,Sales Executive,Married,5343,1,No,11,80,10,1,10,7,1,9
50,Yes,Travel_Frequently,878,Sales,Life Sciences,Male,94,Sales Executive,Divorced,6728,7,No,12,80,12,3,6,3,0,1
36,No,Travel_Rarely,1120,Sales,Marketing,Female,100,Sales Executive,Married,6652,4,No,13,80,8,2,6,3,0,0
45,No,Travel_Rarely,374,Sales,Life Sciences,Female,50,Sales Executive,Single,4850,8,No,15,80,8,3,5,3,0,1
40,No,Travel_Rarely,1322,Research & Development,Life Sciences,Male,52,Research Scientist,Single,2809,2,No,14,80,8,2,2,2,2,2
35,No,Travel_Frequently,1199,Research & Development,Life Sciences,Male,80,Healthcare Representative,Married,5689,1,Yes,14,80,10,2,10,2,0,2
40,No,Travel_Rarely,1194,Research & Development,Medical,Female,98,Research Scientist,Married,2001,2,No,14,80,20,2,5,3,0,2
35,No,Travel_Rarely,287,Research & Development,Life Sciences,Female,62,Research Scientist,Married,2977,1,No,12,80,4,5,4,3,1,1
29,No,Travel_Rarely,1378,Research & Development,Other,Male,46,Laboratory Technician,Married,4025,4,Yes,13,80,10,2,4,3,0,3
29,No,Travel_Rarely,468,Research & Development,Medical,Female,73,Research Scientist,Single,3785,1,No,14,80,5,3,5,4,0,4
50,Yes,Travel_Rarely,410,Sales,Marketing,Male,39,Sales Executive,Divorced,10854,4,Yes,13,80,20,3,3,2,2,0
39,No,Travel_Rarely,722,Sales,Marketing,Female,60,Sales Executive,Married,12031,0,No,11,80,21,2,20,9,9,6
31,No,Non-Travel,325,Research & Development,Medical,Male,74,Manufacturing Director,Single,9936,0,No,19,80,10,2,9,4,1,7
26,No,Travel_Rarely,1167,Sales,Other,Female,30,Sales Representative,Single,2966,0,No,18,80,5,2,4,2,0,0
