ID,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Status
11962,5.00E+00,42,29365,9412,36511,18323,7865,796,94135,36575,18323,13445,916,777,Not Default
11963,22,43,,,,,,,,,,,,,Default
11964,36,56,437,241,,,,2628,241,,,,2628,163,Default
11965,16,42,165686,169969,17142,119529,12259,111378,845,5289,422,4195,3986,3958,Default
11966,27,42,12263,125,,,,,125,,,,,,Not Default
11967,61,35,269672,274882,276887,26761,266747,271886,1,11,1,11,1,1,Not Default
11968,2,29,4453,7997,6573,7422,4381,11718,819,6779,7547,4589,12,7556,Not Default
11969,7,28,9192,895,8611,8879,9746,871,,,4,1,,7,Default
1197,26,35,51133,6247,63615,71839,7556,78647,1,5,1,5,5,1,Not Default
11971,3,47,778,5898,861,842,1878,179,59,3,299,3,68,274,Default
11972,2,34,269,275,19492,19859,19232,1568,,15,85,7,542,242,Default
11973,16,25,141,-756,1152,152,5171,3716,21,134,,5171,3716,17,Not Default
11974,2,23,16575,17629,18552,15562,1638,1734,1327,125,8,1,1,1,Not Default
11975,33,61,14897,19364,96,2342,172,882,19364,96,2342,172,882,194,Not Default
11976,7,25,5224,58639,11512,1586,2389,17369,1,1,,1,,33,Not Default
11977,3.00E+00,27,,,,,,,,,,,,,Not Default
11978,28,3,25437,257669,226452,215692,19426,185854,91,559,764,,92,64,Not Default
11979,18,33,475,49282,5159,51336,54332,56249,3,2,211,4,3,3,Not Default
1198,5,5,5116,49,2356,2241,234,2119,298,133,698,719,716,833,Not Default
11981,23,3,122344,115723,44178,4221,49,899,5492,26,7797,,518,466,Default
11982,2.00E+00,51,9754,5594,872,441,1186,28679,56243,886,441,1186,28679,,Default
11983,25,3,5724,6729,4973,9693,799,4295,2,235,472,,435,,Not Default
11984,1.00E+00,31,14395,11736,1611,5477,54924,52141,1867,1867,526,28,28,28,Not Default
11985,47,3,1689,499,35,2277,41523,2175,499,35,2277,41523,2175,6351,Default
11986,8,26,39,331,997,425,4574,,331,997,425,4574,,,Not Default
11987,25,39,2461,22813,2463,24886,26446,231,3,2,15,2,2,3,Not Default
11988,2,36,15,15,15,15,15,15,,,,,,,Default
11989,36,32,,,,499,1113,392,,,499,1113,392,455,Not Default
1199,8,26,35897,39,29299,1246,138,-52,151,285,248,26,52,,Not Default
11991,1.00E+00,27,3856,-1278,7571,5386,1133,4143,2,9586,114,5,31,1,Not Default
11992,5,4,,,,,,,,,,,,2,Not Default
11993,62,39,346927,9849,9493,925,8846,89111,52,54,3173,32,35,3164,Not Default
11994,1.00E+00,28,2977,3485,32434,32592,3312,3386,1825,31,13,15,1771,,Not Default
11995,3,22,18796,23153,27439,2678,26141,26823,5,5,,,1115,25,Not Default
11996,18,28,2619,1839,2544,1134,1313,1332,1839,2544,1134,1313,1332,2444,Default
11997,33,36,2964,36,36,24699,2912,14231,36,,24863,2912,14231,6976,Not Default
11998,9,34,5281,1433,12628,2172,73512,72588,,2,2172,73512,3,4,Not Default
11999,28,41,718,391,196,837,36,35,3927,1913,841,36,35,295,Not Default
12,2,3,18231,34558,17363,17569,,,,12,46,,,,Default
121,12,37,1235,316,316,16885,46929,69521,,316,16885,54629,7746,4499,Not Default
122,24,27,176829,174143,165755,166291,14138,13742,758,68,45,684,828,4267,Not Default
123,8,53,,171,,,,496,171,,,,496,256,Default
124,3,35,-2221,-8152,-422,3821,371,28767,,,35821,,,1,Not Default
125,7,28,2596,24911,28346,1217,-1686,-3594,5,4,12,,,,Not Default
126,2,46,19866,19257,1891,1821,,,,12,9,1,,,Default
127,18,38,183939,176737,179787,181918,169664,173169,8,79,69,62,67,67,Default
128,14,62,14317,138581,123491,118886,11759,11745,4839,5,5,75,7,529,Not Default
129,2,24,17147,18264,19145,17322,16989,12699,17,15,822,1,1,5,Not Default
121,23,31,,,,,,,,,,,,,Default
1211,9,39,82326,82827,877,87961,86445,9152,27,65,32,,65,,Not Default
1212,17,33,263,641,,638,,362,641,,638,,362,179,Not Default
1213,8,3,79949,65416,45991,47229,48468,4949,25,2,2,2,1826,2,Not Default
1214,8,36,997,3191,34651,26569,282,25535,3191,2,5,1,1,,Not Default
1215,8,37,68553,69191,71918,71534,73344,75218,3,331,22,24,25,24,Not Default
1216,1.00E+00,36,79695,77855,83945,8172,83232,84947,,74,,3,31,34,Default
1217,12,26,4787,619,,,,48,15,,,,48,,Not Default
1218,5,47,1992,1247,15257,1541,15917,15514,154,375,7,9,,6,Default
1219,26,64,25,25,25,25,25,25,,,,,,,Default
122,18,35,17128,172258,13887,13286,13563,13783,7187,5,4749,5141,4916,4,Not Default
1221,3,23,27141,28297,2912,29754,3211,29853,19,15,12,13,15,118,Not Default
1222,8,52,1371,1334,4119,275,2855,1411,,12,,1411,,39,Default
1223,5,36,14668,17194,13948,12165,1242,8428,28,,5,36,5,125,Not Default
1224,5,41,13868,136,11151,7921,6949,4716,1227,173,23,241,138,1191,Not Default
1225,9,28,48177,49563,4775,47169,46284,47519,25,25,37,,22,18,Default
1226,18,35,133733,92955,9159,68789,26614,27528,3514,3569,324,1,131,4459,Not Default
1227,2,52,19773,18459,19398,18561,18949,17426,1331,127,633,655,759,547,Default
1228,46,39,1595,1311,22551,21851,22214,8132,1311,1,,1,8132,4882,Not Default
1229,8,31,61241,62155,5649,5829,5687,47362,2515,16,23,213,57,113,Not Default
123,5,35,4624,41381,4416,41395,4463,44587,17,,165,355,14,17,Default
1231,5,37,5581,4799,33276,2857,2879,29793,22,21,2,2,2,2,Default
1232,24,39,-18,-18,-18,-18,-18,-18,,,,,,,Not Default
1233,36,43,6146,945,5497,4162,1724,1569,1,55,4182,18,157,118,Not Default
1234,15,23,27338,2341,2441,277,28585,27827,143,143,3,2,1155,2,Not Default
1235,2,24,18186,1986,19618,,,,15,1,,,,,Not Default
1236,3,44,2646,2646,2646,2646,2646,2646,,,,,,,Not Default
1237,2.00E+00,44,,,,78,3223,1715,,,78,3223,1715,1354,Not Default
1238,8,51,9747,7592,742,1467,755,3837,123,12,1467,755,135,61,Not Default
1239,26,28,154489,143383,132873,122528,11149,132,6,5,5,4,36,55,Not Default
124,2,49,7823,8691,971,9894,112,1534,1151,1161,354,367,6,6,Default
1241,24,39,12374,125133,128856,13162,134413,137188,495,58,49,49,5,4515,Not Default
1242,12,44,275,28565,293,28241,28933,3956,18,12,,13,25,,Not Default
1243,2,22,2117,18784,19538,17958,4968,78,1466,2,1,6,,,Not Default
1244,2,52,941,1184,1126,1126,1126,,26,,,,,,Not Default
1245,43,37,1669,412,23547,564,13258,2249,416,23547,564,13258,2249,3686,Not Default
1246,8,46,7627,77376,38556,34345,362,3842,34,3,3,3,3,3,Not Default
1247,5,25,4789,494,29662,2836,28831,29487,2141,1763,1161,177,1167,14,Not Default
1248,14,35,47422,52831,51345,49734,5476,5751,68,8,1718,4,21,1879,Not Default
1249,5,31,5123,511,5166,5737,5827,5856,,21,18,19,21,18,Not Default
125,5,25,4579,45741,47561,39482,466,38994,1773,3528,22,25,1398,98,Not Default
1251,8,37,77,387,521,3882,4785,1,387,5215,3882,4785,1968,,Not Default
1252,5,26,16919,17854,18265,2455,19986,21747,15,1,25,,21,,Not Default
1253,8,37,39839,4596,41914,42618,43525,44433,17,1996,17,1745,18,25,Not Default
1254,5,55,42166,43687,44121,4336,4555,3139,22,1632,1113,1336,3142,2126,Default
1255,8,6,-2,759,596,-4,1426,13,761,597,,143,139,1844,Default
1256,36,52,7542,632,4719,1577,1577,2122,632,4719,1577,1577,2122,1744,Not Default
1257,6,41,6672,58929,6335,59384,6861,59241,2741,3,23,26,22,2665,Not Default
1258,29,31,117,,83289,82889,82889,1964,,83289,,,,7951,Not Default
1259,5,56,4776,48427,49317,5855,18177,18823,211,2,2376,79,998,535,Not Default
126,36,28,243114,46734,12558,,73,5,1587,128,,73,5,,Not Default
1261,44,4,3278,228,981,873,873,84,235,982,874,874,841,7453,Not Default
1262,5.00E+00,36,396,143,1923,116696,194483,195454,143,1923,162,9453,1,4,Not Default
1263,24,27,,,,,,,,,,,,,Not Default
1264,1.00E+00,31,21345,26288,23386,25362,26318,42484,6363,4386,5362,4344,2,4382,Not Default
1265,2.00E+00,47,453,335,-229,-229,-367,169,,63,,2,1,28,Not Default
1266,26,43,-1,5172,28,384,59,335,5182,9,2998,534,35,2965,Not Default
1267,7,53,54251,5542,53925,56814,5853,59246,26,,44,23,23,21,Default
1268,2,53,17614,19323,19694,24,2159,259,2,1,1,1,1,8,Default
1269,18,38,124233,125768,12622,127677,99764,,5,42,3,5,2,,Default
127,8,44,4712,2447,25614,2153,18531,1951,1473,1617,856,672,828,91,Not Default
1271,14,41,142129,1375,99736,8445,815,79387,15126,964,49,514,511,76,Default
1272,5,26,22915,22247,22493,66,1979,836,1411,165,,1979,,132,Not Default
1273,12,36,117492,14895,58743,6469,57532,5572,3985,3,5,,2,16,Default
1274,32,42,197352,21913,13278,62891,64948,66961,9,6,3,3,3,3,Not Default
1275,7,39,656,7292,8663,918,9222,9568,15,15,5,5,5,1,Not Default
1276,12,42,499,499,499,499,499,1148,499,499,499,499,1148,,Not Default
1277,15,25,1165,12327,11572,1362,83567,8598,5,35,3,3,31,31,Not Default
1278,23,32,156,1766,272,372,,,146,1,1,,,44752,Not Default
1279,3,46,2143,19532,22194,21542,2422,25473,,3,,3,2,,Not Default
128,29,34,3827,2336,129433,1175,113149,12593,6,12,5,5,5,35,Not Default
1281,5,36,4782,,,,,,,,,,,,Not Default
1282,36,34,14867,14612,13739,7995,948,9952,179,14598,117,522,549,334,Not Default
1283,16,56,2992,4562,-928,1619,928,,4562,,2547,,,,Not Default
1284,3,42,2231,348,2845,163,1237,12933,1,12,,1237,11,,Default
1285,6,27,21387,22416,23444,2638,2867,27997,1378,146,3,3,,923,Default
1286,42,34,2267,226465,25276,26521,29775,194883,1,96,67,7,742,7112,Default
1287,5,42,49887,49515,3868,29664,2957,2983,185,157,11,12,1116,29,Not Default
1288,36,34,,,,,,,,,,,,,Not Default
1289,25,46,55891,59152,2615,13896,7974,797,21343,1238,1235,79788,2148,18253,Not Default
129,16,32,82345,91345,92444,93715,97451,97477,9,35,37,54,19,,Not Default
1291,5,3,52419,5139,51135,48371,56294,61259,,25,2271,5,11,3,Not Default
1292,16,29,-113,18887,2323,932,563,9141,19,3,9,,9596,1284,Not Default
1293,22,31,5254,5868,878,478,5365,455,5,34,352,5371,2,,Not Default
1294,7,43,26193,26977,27733,27982,27396,28341,15,15,1,,14,2,Not Default
1295,5,43,1898,8754,,16475,16821,1722,1,,16475,611,679,344,Not Default
1296,12,29,2562,3156,33632,36574,38985,4339,5,4,35,3,2,536,Not Default
1297,5,55,4767,4841,49218,18937,19183,19761,24,22,824,7,9,852,Not Default
1298,21,32,13282,13115,133815,134585,127282,125338,65,65,44,5,7,6,Not Default
1299,12,28,594,594,15611,7628,7361,92,,15611,3,,2,,Not Default
121,26,4,13862,135999,133752,13553,133888,132486,487,637,57,515,4773,477,Not Default
1211,12,41,3966,4679,3973,42148,4459,45643,2,,34,32,2,2,Not Default
1212,25,3,,,,7,15,2,,,7,15,2,,Not Default
1213,3,33,29956,3536,3162,29819,1471,,29,12,637,2,,,Not Default
1214,5,28,2862,2499,9555,487,14429,9872,2637,9588,4821,14472,12,3254,Not Default
1215,7,23,1613,17185,16581,1416,14427,11689,28,,65,65,57,45,Not Default
1216,2.00E+00,59,18887,166921,155945,19271,36753,7879,1,3,7,7,73,7,Not Default
1217,1.00E+00,29,4865,49189,5746,51158,49226,51211,19,24,18,18,28,21,Not Default
1218,2.00E+00,36,467,467,467,467,467,467,467,467,467,467,467,467,Default
1219,28,29,39,3437,4132,2693,659,3277,3454,417,273,659,3297,423,Not Default
1211,42,54,12349,6545,6377,1881,2218,13211,6576,642,18892,22285,1327,1683,Not Default
12111,4.00E+00,32,35383,33892,2271,18161,14669,686,12119,9177,9,1479,686,18444,Not Default
12112,18,27,28978,25271,19917,22659,16114,15587,529,12,12659,1,9,9,Not Default
12113,34,29,182441,18185,17967,17756,176233,173279,655,65,583,653,52,576,Not Default
12114,5.00E+00,38,319,34228,7981,695,113,4126,34241,7993,695,113,4126,2588,Not Default
12115,42,37,6277,3512,17516,8773,15437,26376,31326,115,25,15442,22292,13,Not Default
12116,18,32,1989,228,154,,,,228,1541,,,,,Not Default
12117,12,46,94953,116914,89799,89913,88484,9477,12656,352,2931,318,3432,1116,Not Default
12118,5,49,4851,5115,3994,19476,19483,19634,35,,68,693,851,7,Not Default
12119,15,26,3632,336,33988,35112,36532,36345,27,3995,3113,254,3348,229,Not Default
1212,2,22,1187,11712,11164,11395,11927,9186,11,,289,594,,5,Not Default
12121,15,27,18345,188959,192342,189717,19567,198611,1,8,2,9,8,11,Not Default
12122,4,27,4255,41146,4114,38797,38244,38478,,,,,871,116,Default
12123,18,3,116218,124296,1282,127286,119733,11675,1,67,434,4241,42,425,Not Default
12124,12,43,124613,121211,1292,47951,41563,36779,,357,2,25,2,15,Default
12125,42,42,155814,155282,116385,16961,92331,89566,5397,5678,3577,323,326,312,Not Default
12126,2,29,6345,698,717,741,7826,7552,,1118,412,694,,3,Not Default
12127,12,24,29161,29891,3893,3284,32213,31891,15,15,241,1155,146,186,Not Default
12128,23,27,25947,26998,25825,2598,26341,27898,18,15,15,1,2,2,Not Default
12129,5,46,49776,545,4999,19125,1854,19197,256,13,669,671,1,684,Default
1213,5,36,52136,5942,49715,21332,296,18883,2218,2519,712,76,74,6,Not Default
12131,32,4,151222,13538,18924,1971,116813,118984,65,8,4,9,4,5,Not Default
12132,7,23,6974,7811,67397,5126,4764,43429,2875,2327,3533,,1367,1322,Default
12133,28,27,16889,1654,166712,1759,154387,157832,9,6,6,6,6,6,Not Default
12134,18,48,6692,65236,65912,66523,672,67259,237,3,3,2588,25,35,Not Default
12135,5,29,2,5743,1134,367,5496,1194,5934,1134,367,5496,1194,6499,Not Default
12136,34,25,,,,1888,4777,4752,,,1888,4777,4752,1888,Not Default
12137,2.00E+00,25,41357,2277,23231,6979,2428,299,3262,3346,334,244,219,,Not Default
12138,18,28,1479,11793,125,13383,1476,15472,141,1117,1,15,1,1,Not Default
12139,5,25,4256,4624,45452,4545,41154,3934,5,2,15,2,4,1364,Default
1214,12,31,115573,117767,115918,116918,118698,121372,57,4172,4168,477,5119,2954,Not Default
12141,36,46,,,,,,,,,,,,9451,Not Default
12142,24,5,419,419,419,419,419,419,419,419,419,419,419,419,Not Default
12143,7,25,3542,2978,28968,2954,2955,29428,,,232,169,166,12,Default
12144,2,41,2795,198,231,973,46,1317,941,3637,973,46,2228,1923,Not Default
12145,19,32,1341,13936,13415,1459,14216,14823,14,,14,,1,1,Not Default
12146,2.00E+00,38,78,,39,39,39,39,,39,39,39,39,39,Not Default
12147,41,45,597,2326,767,1761,693,,2329,767,1761,693,,2675,Not Default
12148,11,27,34314,33538,37448,34963,28197,3331,5,5,3,315,3,3,Not Default
12149,21,27,8799,86769,851,83811,82399,81434,41,35,3113,3,3331,2546,Not Default
1215,3.00E+00,42,32643,33427,32591,34943,35536,3643,16,,29,13,16,,Not Default
12151,39,29,283965,278793,275339,268728,271979,27276,8724,8445,813,8324,9198,8365,Not Default
12152,3,51,28916,29451,27779,2834,,,11592,15,959,,,,Default
12153,2,24,24,3193,45,4129,4367,4613,1211,168,147,34,467,,Default
12154,7,23,1823,326,6598,645,7248,89,326,6598,227,127,1296,271,Not Default
12155,7,35,7721,73268,7275,4645,42357,4126,,21,,1666,155,279,Not Default
12156,5,25,134,978,652,326,,1454,,,,,1454,,Default
12157,3,51,25358,26447,26946,28957,2948,2984,18,13,24,1,1,,Not Default
12158,13,33,36672,3587,4851,39526,41346,463,,6,,3,1,11,Not Default
12159,13,39,124,,1138,1138,2478,-34,,1138,,25,,,Not Default
1216,2,38,,,,,,,,,,,,,Default
12161,3,34,411,995,579,143,1414,1398,1,,142,4,4,,Not Default
12162,17,26,35,3621,338,3163,29999,29973,1842,178,1163,1199,1173,952,Not Default
12163,12,31,53672,56495,57455,58127,59367,6333,43,25,22,23,2114,1,Default
12164,5,42,4435,4336,45892,46886,4837,47551,,33,2,2,396,16,Not Default
12165,13,41,131728,13263,128599,131454,126621,126724,7,47,513,461,4525,48,Not Default
12166,11,32,5433,4298,42753,42428,4374,44858,22,2,25,23,23,2,Not Default
12167,8,28,5331,55444,6738,62818,45413,44793,3525,1,7296,3,3,45,Not Default
12168,5.00E+00,32,33763,4381,44277,4665,35766,26175,1,22,35,,11,8,Not Default
12169,18,46,,1213,225,899,,1375,1213,225,899,,1375,,Not Default
1217,12,58,,2228,,,,672,2228,,,,672,257,Default
12171,2,23,14313,4256,2,,18844,1252,1,2,,18844,241,,Not Default
12172,37,3,25588,1259,1259,3661,4484,24233,296,1263,3665,4488,24262,11175,Default
12173,5,22,49551,42517,35458,19778,19929,1979,177,1321,687,75,811,874,Not Default
12174,15,51,92766,94732,9694,46349,4736,48717,4,4,1482,1577,2,15,Not Default
12175,8,29,1567,2175,,,,,2175,,,,,9,Default
12176,46,28,1656,1257,1943,163,8628,,25,9456,163,,,13182,Not Default
12177,5,53,4587,46944,45874,48326,4744,5426,21,,35,,3758,5,Default
12178,8,25,62242,2861,29425,2999,29153,19863,19885,17,1169,144,717,1,Not Default
12179,26,35,8942,86716,82868,8715,76377,44627,3578,24,2,2,1464,1188,Not Default
1218,32,32,488,229,148,9931,759,9685,231,1419,11,38,9733,2444,Not Default
12181,5,46,4488,44899,46346,47273,48357,5393,21,25,2,2,3,16,Not Default
12182,36,55,2334,3757,512,1571,7771,1615,3757,512,1571,7771,1615,168,Not Default
12183,5,5,21,15345,3742,18151,4823,6574,2,329,15,1,312,153,Not Default
12184,15,3,9248,6831,292,6468,1883,1519,6871,2918,656,1893,1527,533,Not Default
12185,7,32,67417,63334,61578,6361,6443,64948,233,24,25,25,23,24,Not Default
12186,15,27,5561,4141,7714,9772,13539,5819,4141,7725,9772,13539,5819,432,Not Default
12187,5,42,48842,4979,3628,3993,2982,29253,2576,1495,125,4732,11,11,Not Default
12188,9,23,1388,43,2748,148,45,45,4335,4448,698,,,711,Not Default
12189,1.00E+00,3,57998,663,63925,6858,69273,5611,3,5,535,3,66,,Default
1219,44,34,329,4949,165,25,,1156,4949,62,,,1156,258,Not Default
12191,25,35,2746,1666,3572,76552,1566,,1666,3597,76552,1566,,,Not Default
12192,1,55,42,42,42,42,42,42,,,,,,78,Default
12193,8,37,55595,54142,55247,55738,59829,58715,,26,26,5,,5,Not Default
12194,22,54,,,788,,349,6,,788,,349,6,,Not Default
12195,4,25,1946,1781,2872,396,2462,396,1781,2872,,2462,,17188,Default
12196,15,28,14895,143845,132677,86265,8839,9599,8,53,35,5,4,3,Not Default
12197,2,35,17936,17368,16792,1813,17583,18998,,,15,,178,,Default
12198,24,41,137327,133724,136539,137487,141291,2143,,672,5,619,699,14762,Default
12199,2.00E+00,29,1777,159654,16228,162357,144236,127362,617,8,58,52,5,5,Not Default
122,5,23,4821,15898,16862,1611,18458,19112,12,1551,579,3,954,57,Not Default
1221,18,41,18465,,,,,,,,,,9,,Not Default
1222,5,25,21397,24233,23551,24848,26298,28112,35,,2,2,24,,Default
1223,2,31,1261,39,39,39,,78,39,39,39,,78,,Not Default
1224,21,39,35639,4291,27751,3418,2318,68842,1,1372,5,134,6,3,Not Default
1225,5.00E+00,43,4125,584,4464,8722,4137,4123,5864,4465,8724,,4123,7124,Not Default
1226,24,3,928,-1868,-1868,-1868,-1868,-1868,,,,,,,Default
1227,3,36,18811,18225,2263,21988,2157,25412,,5,,,5,,Not Default
1228,19,42,7776,376,7517,2168,4918,53,376,7523,2168,53,3,,Not Default
1229,1,45,492,917,9787,9897,977,-173,13,1,5,2,,12,Not Default
1221,36,34,1978,8583,993,26454,1456,31581,8625,998,26561,1456,21738,,Not Default
12211,8,39,4641,39456,3712,29629,28241,283,156,1421,11,1,18,964,Not Default
12212,6,4,18875,264,21227,22564,24191,25778,15,15,2,2,2,2,Default
12213,1.00E+00,45,148,916,1238,916,1444,145,916,1238,916,1444,145,1143,Not Default
12214,1.00E+00,28,557,133,3667,23,1132,272,133,3667,23,1132,272,2692,Not Default
12215,1,46,717,824,85,14,,,12,1,15,,,,Not Default
12216,18,24,182545,177885,182341,126946,12713,122277,9,93,46,5,5,5,Not Default
12217,28,39,186838,1957,194189,18986,2141,25479,8,8,,145,73,75,Default
12218,5,37,4978,5163,4371,19522,1914,17912,38,,85,818,1,592,Not Default
12219,38,55,12688,13324,152869,137442,828,4283,7,2539,1,2,1659,16,Not Default
1222,5,42,2791,24898,2372,18327,17996,15938,177,1194,564,15,1,2,Not Default
12221,15,35,147471,151713,1317,78623,79743,78745,2,5,2,7,15,5,Not Default
12222,21,35,44125,39465,2398,588,792,15,1732,1,5484,,15,396,Not Default
12223,3,36,26851,26136,3391,1315,1854,6699,,5334,39,18559,6821,26275,Default
12224,7,43,7277,69438,69776,5145,26516,2744,418,25,928,2,969,12,Default
12225,8,28,79425,77223,7575,76348,77798,79843,17,2563,2356,2296,28,91,Default
12226,5,44,1991,2179,2119,21838,22485,2311,14,1352,1,1,1,1,Not Default
12227,48,35,227221,243942,244961,248394,253596,21155,51,1,8,82,23,8,Not Default
12228,5.00E+00,38,9889,24911,71852,18155,3221,39668,2492,529,52,151,1728,778,Not Default
12229,17,26,22138,23227,18894,7695,4777,3517,188,154,27,151,147,1,Not Default
1223,33,29,9894,11877,14949,34292,8832,1134,3,51,22,1,1134,275,Not Default
12231,3,37,19625,2673,2372,2326,27798,27219,1671,37,,5335,,254,Not Default
12232,12,36,326,,652,326,326,476,,978,,326,476,326,Not Default
12233,8,25,66426,55334,53738,4921,45494,44218,2657,18,1799,1616,1697,1737,Not Default
12234,16,31,54835,46575,7169,936,8749,9447,35,2,2,,1,5,Not Default
12235,11,3,198,15371,52113,53317,544,5485,7,,253,25,22,2156,Default
12236,2,36,17638,1758,17541,19338,17889,18486,1666,1149,1946,,17,,Default
12237,14,49,136128,98337,6627,3976,445,4865,4756,36,15,13,1318,137,Default
12238,5,3,3757,3675,37215,37718,38584,37829,,14,14,161,,25,Not Default
12239,2,22,11999,3617,4165,6323,,,162,1,1488,,,,Default
1224,2.00E+00,29,17964,17459,176523,18295,18414,195976,7788,64,67,697,2163,1,Default
12241,32,5,27135,268368,27584,261312,245234,243238,973,233,12,833,129,81,Not Default
12242,4.00E+00,42,1132,16932,1388,2854,1186,3978,16932,1388,2854,1186,3978,239,Not Default
12243,25,35,241711,25944,21513,214696,219218,2289,7481,8,7682,7979,1335,3,Not Default
12244,55,34,42132,4445,45392,48244,3626,3821,35,34,41,32,3,11,Default
12245,3.00E+00,38,15932,1815,13744,13422,111152,11811,5137,322,56,114,416,413,Not Default
12246,5,34,46337,47384,48382,49392,568,5722,1792,179,18,2,1835,3628,Not Default
12247,16,34,172,3297,5923,158,113,158,3297,5939,158,113,158,158,Not Default
12248,8,25,278,26286,1829,5471,6896,956,6545,887,55,4,35,1,Not Default
12249,28,38,1928,197796,31442,11648,11827,124742,5716,117698,3884,3376,753,3591,Not Default
1225,5.00E+00,35,19,1489,1989,12,1451,548,1489,1989,12,1451,548,148,Default
12251,34,39,93767,65758,353,5674,3344,346,65758,359,5674,3692,346,2622,Not Default
12252,16,42,,,,,,,,,,,,,Not Default
12253,12,26,942,78,39,39,39,15,78,,39,39,15,78,Not Default
